ArticleId,Text,Category
1579,golden rule boost for chancellor chancellor gordon brown has been given a £2.1bn boost in his attempts to meet his golden economic rule  which allows him to borrow only for investment.  the extra leeway came after the office for national statistics said it had been measuring road expenditure data wrongly over the past five years. it comes just weeks ahead of the budget and an expected general election. shadow chancellor oliver letwin said:  at best the timing of these changes is very convenient for the government.   a review by the ons found it had made a mistake by  double counting  some spending on roads since 1998/9. correcting the error would mean reducing current expenditure and increasing net investment  thus helping mr brown to meet his  golden rule  of borrowing only to invest over the economic cycle. economists speculated that it might also allow for some vote-catching measures in the budget.  the changes by the ons increase the current budget measure for the past five years by £2.1bn in total. mr letwin said:  this is a very murky area... there will inevitably be suspicions that the figures are being fiddled.  the conservatives also said mr brown would still be forced to raise taxes after the general election to fill an annual £10.5bn  black hole  in the nation s coffers. but the treasury said there would be no relaxation of economic discipline and the golden rule would be met even without the data revisions.  in january the independent institute for fiscal studies (ifs) said mr brown would need to raise taxes to get public finances onto the track predicted in last year s budget. it also said the government might narrowly miss its  golden rule  if the current economic cycle ended in 2005/06. after the ons announcement  economists said there could also be a proportionate boost to the current budget in 2004/05 of about £400m.  none of this changes the big picture of a dramatic deterioration in the overall fiscal position over the last four or five years   said jonathan loynes  chief uk economist at capital economics.  accordingly  it seems very likely that some form of fiscal consolidation will be required in due course.,business
1665,blues slam blackburn over savage birmingham have confirmed blackburn made a bid for robbie savage - but managing director karen brady has called it  derisory .  rovers have reportedly offered £500 000 up front for the wales star  30  with the fee rising to £2.2m. but brady told the sun the bid was  a waste of fax paper and my time . she added:  the way things are going all this could affect the relationship between the clubs. they ve got into robbie s head. but he s not for sale.  savage s future at birmingham has been the source of speculation for several weeks  with some fans criticising his performances for the club earlier in the season. however  good displays against west brom and aston villa have impressed blues fans.  the crowd gave me a massive standing ovation when i came off on saturday which was nice   he said.  it was fantastic even though i was criticised by a number of them in recent weeks and on saturday it showed how much i mean to them.  it s not for me to say (about transfer rumours)  it s between the two clubs.  i haven t created the speculation myself  i haven t phoned every national newspaper saying   blackburn are trying to buy me . it s not up to me.  birmingham manager steve bruce insists he does not want to sell savage.  a lot is said and written about sav but he has been terrific for birmingham city the last two and a half years   he said.   the fans love him because he epitomises them. he works hard  they like people like that and there are not many like him.  and why the hell should i sell him to someone else  i am not interested.,sport
1805,dublin hi-tech labs to shut down dublin s hi-tech research laboratory  media labs europe  is to shut down.  the research centre  which was started by the irish government and the massachusetts institute of technology  was a hotbed for technology concepts. since its opening in 2000  the centre has developed ideas  such as implants for teeth  and also aimed to be a digital hub for start-ups in the area. the centre was supposed to be self-funded  but has failed to attract the private cash injection it needs. in a statement  media labs europe said the decision to close was taken because neither the irish government nor the prestigious us-based massachusetts institute of technology (mit) was willing to fund it. prime minister bertie ahern had wanted to the centre to become a big draw for smaller hi-tech companies  in an attempt to regenerate the area.  about three dozen small firms were attracted to the area  but it is thought the effects of the dot.com recession damaged the labs  long-term survival. the labs needed about 10 million euros (us$13 million) a year from corporate sponsors to survive.  in the end  it was too deep and too long a recession   said simon jones  the labs  managing director. ian pearson  bt s futurologist  told the bbc news website that the closure was a  real shame . bt was just one of the companies that had worked with the labs  looking at rfid tag developments and video conferencing.  there were a lot of very talented  creative people there and they came up with some great ideas that were helping to ensure greater benefits of technology for society.  i have no doubt that the individuals will be quickly snapped up by other research labs  but the synergies from them working as a team will be lost.   noel dempsey  the government s communications minister  said mr ahern had been  very committed  to the project.  he is  i know  very disappointed it has come to this. at the time it seemed to be the right thing to do   he said.  unfortunately the model is not a sustainable one in the current climate.   during its five years  innovative and some unusual ideas for technologies were developed. in recent months  14 patent applications had been filed by the labs. many concepts fed into science  engineering  and psychology as well as technology  but it is thought too few of the ideas were commercially viable in the near-term. several research teams explored how which humans could react with technologies in ways which were entirely different. the human connectedness group  for example  developed the iband  a bracelet which stored and exchanged information about you and your relationships. this information could be beamed to another wearer when two people shook hands. other projects looked at using other human senses  like touch  to interact with devoices which could be embedded in the environment  or on the body itself. one project examined how brainwaves could directly control a computer game. the labs  set up in an old guinness brewery  housed around 100 people  made up of staff  researchers  students  collaborators and part-time undergraduate students. it is thought more than 50 people will lose their jobs when the labs close on 1 february. according to its latest accounts  media lab europe said it spent 8.16 million euros (about us$10.6 million) in 2003 and raised just 2.56 million euros (us$3.3 million).,tech
1330,irish finish with home game republic of ireland manager brian kerr has been granted his wish for a home game as the final world cup qualifier.  ireland will close their bid to reach the 2006 finals by playing switzerland in dublin on 12 october 2005. the republic met the swiss in their final euro 2004 qualifier  losing 2-0 away and missing out on a place in the finals in portugal. the group four fixtures were hammered out at a meeting in dublin on tuesday. the irish open their campaign on 4 september at home to cyprus and wrap up the 10-match series on 12 october 2005  with the visit of switzerland. manager brian kerr and fai officials met representatives from switzerland  france  cyprus  israel and the faroe islands to arrange the fixture schedule. kerr had hoped to finish with a clash against france  but got the reigning european champions as their penultimate home match on 7 september 2005. the manager got his wish to avoid a repeat of finishing their bid to qualify with too many away matches.  republic of ireland v cyprus; france v israel; switzerland v faroe islands.  switzerland v republic of ireland; israel v cyprus; faroe islands v france.  france v republic of ireland; israel v switzerland; cyprus v faroe islands.  republic of ireland v faroe islands; cyprus v france.  cyprus v israel.  france v switzerland; israel v republic of ireland.  switzerland v cyprus; israel v france.  republic of ireland v israel; faroe islands v switzerland.  faroe islands v republic of ireland. august 17 - faroe islands v cyprus.  france v faroe islands; switzerland v israel.  republic of ireland v france; cyprus v switzerland; faroe islands v israel.  switzerland v france; israel v faroe islands; cyprus v republic of ireland.  france v cyprus; republic of ireland v switzerland.,sport
867,south bank awards honour hit soap coronation street has become the first soap to triumph at the south bank show awards  which traditionally reward highbrow and groundbreaking culture.  the soap beat fellow itv1 show filthy love and channel 4 s shameless to win the best tv drama prize on thursday. little britain was named best comedy while franz ferdinand beat morrissey and the libertines to the music award. shane meadows  dead man s shoes picked up the best film award  beating shaun of the dead and my summer of love. the two award ceremonies reflect the achievements the industry believes have been made in the last year.  in 2004  coronation street pulled away from its bbc one rival eastenders in the ratings and dominated other tv awards. last year  the south bank award for best tv drama went to steven poliakoff s period piece the lost prince  while bloody sunday  about the 1972 killings in northern ireland  won in 2003. in other south bank categories  little britain s second series beat nighty night and the green wing to the comedy trophy while alan bennett s the history boys won in the theatre category. author david mitchell made up for losing out in the booker prize to alan hollinghurst by beating him to the literary award with his book cloud atlas. shameless  state of play and clocking off creator paul abbott got a lifetime achievement award while former grange hill actress amma asante won the breakthrough award for writing and directing her first film  a way of life.,entertainment
1802,continental  may run out of cash  shares in continental airlines have tumbled after the firm warned it could run out of cash.  in a filing to us regulators the airline warned of  inadequate liquidity  if it fails to reduce wage costs by $500m by the end of february. continental also said that  if it did not make any cuts  it expects to lose  hundreds of millions of dollars  in 2005 in current market conditions. failure to make cutbacks may also push it to reduce its fleet  the group said. shares in the fifth biggest us carrier had fallen 6.87% on the news to $10.44 by 1830 gmt.  without the reduction in wage and benefit costs and a reasonable prospect of future profitability  we believe that our ability to raise additional money through financings would be uncertain   continental said in its filing to the us securities and exchange commission (sec).  airlines have faced tough conditions in recent years  amid terrorism fears since the 11 september world trade centre attack in 2001. but despite passengers returning to the skies  record-high fuel costs and fare wars prompted by competition from low cost carriers have taken their toll. houston-based continental now has debt and pension payments of nearly $984m which it must pay off this year. the company has been working to streamline its operations - and has managed to save $1.1bn in costs without cutting jobs. two weeks  ago the group also announced it would be able to shave a further $48m a year from its costs with changes to wage and benefits for most of its us-based management and clerical staff.,business
1103,mixed signals from french economy the french economy picked up speed at the end of 2004  official figures show - but still looks set to have fallen short of the government s hopes.  according to state statistics body insee  growth for the three months to december was a seasonally-adjusted 0.7-0.8%  ahead of the 0.6% forecast. if confirmed  that would be the best quarterly showing since early 2002. it leaves gdp up 2.3% for the full year  but short of the 2.5% which the french government had predicted.  despite the apparent shortfall in annual economic growth  the good quarterly figures - a so-called  flash estimate  - mark a continuing trend of improving indicators for the health of the french economy. the government is reiterating a 2.5% target for 2005  while the european central bank is making positive noises for the 12-nation eurozone as a whole. also on friday  france s industrial output for december was released  showing 0.7% growth.  the numbers are good   said david naude  economist at deutsche bank.  they send a positive signal of a rebound in output... and open the way for a continuation in that trend into the new year.  service sector activity improved in january  hitting a seven-month high. but unemployment remains high at about 10%.,business
811,ronaldo considering new contract manchester united winger cristiano ronaldo said he is close to agreeing to a new contract at old trafford.  the portugal star  who joined in august 2003 on a five-year-deal  is a regular in the united first-team.  the united board have already made an offer to renew the contract but i m trying not to think about it   he told the news of the world.  my agent has spoken with the club and it will be resolved soon. i think we ll reach a good agreement for both sides.  ronaldo refused to commit his long-term future to the club.   nobody knows what will come tomorrow. i like being here  but who knows   he added.  there aren t many bigger and better clubs than this one. it s my ambition to be at a big club. i m happy but nobody knows the future.,sport
957,web radio takes spanish rap global spin the radio dial in the us and you are likely to find plenty of spanish-language music. but what you will not find is much spanish-language hip-hop.  hip-hop and rap are actually quite popular in the spanish-speaking world  but local artists are having trouble marketing their work abroad. but now  a us company is bringing rap and hip-hop en espanol to computer users everywhere. los caballeros de plan g are one of mexico s hottest hip-hop acts. they have a devoted fan base in their native monterrey. but most mexican hip-hop fans  not to mention fans in most of the spanish-speaking world  rarely get a chance to hear the group s tracks on the radio.   you can t really just go on the radio and listen to hip-hop in spanish... it s just not accessible   says manuel millan  a native of san diego  california.  it s really hard for the spanish hip-hop scene to get into mainstream radio. you usually have a very commercialised sound and the groups are not really known around the country or around the world.  millan and two friends set out to change that - they wanted to make groups like los caballeros de plan g accessible to fans globally.  mainstream radio stations were not going to play this kind of music  and starting their own broadcast station was economically impossible. so  millan and his friends launched a website called latinohiphopradio.com. the name says it all: it is web-based radio  devoted to the hottest spanish language rap and hip-hop tracks. the site  which is in both in english and spanish  is meant to be easy to navigate. all the user has to do is download a media player. there are no djs. it is just music streamed over the net for free. suddenly  with the help of the website  los caballeros de plan g are producing  export quality  rap.  the web might be just the right medium for spanish language hip-hop right now. the genre is in what millan calls its  infant stage . but the production values are improving  and artists such as argentina s mustafa yoda are pushing to make it better and better. mustafa yoda is currently one of the hottest tracks on latinohiphopradio.com.  he s considered the eminem of argentina  and the latin american hip-hop scene   millan says.  he really hasn t had that much exposure as far as anywhere in the world  but he s definitely the one to look out for as far as becoming the next big thing in the spanish-speaking world.  currently  the chilean group makisa is also in latinohiphopradio.com s top 10  as is cuban artist papo record.  every country s got it s own cultural differences and they try to put those into their own songs   millan says. latinohiphopradio.com has been up and running for a couple of months now. the site has listeners from across the spanish speaking world. right now  mexico leads the way  accounting for about 50% of listeners. but web surfers in spain are logging in as well - about 25% of the web station s traffic comes from there. that is not surprising as many consider spain to be the leader in spanish-language rap and hip-hop. millan says that spain is actually just behind the united states and france in terms of overall rap and hip-hop production. that might be changing  though  as more and more latin american artists are finding audiences.  but one spaniard is still firmly in latinohiphopradio.com s top 10. his name is tote king and manuel millan says that he is the hip-hop leader in spain. on his track uno contra veinte emcees  or one against 20 emcees  tote king shows he is well aware of that fact.  it s basically him bragging that he s one of the best emcees in spain right now   millan says.  and it s pretty much true. he has the tightest productions  and his rap flow is impeccable  it s amazing.  latinohiphopradio.com is hoping to expand in the coming year. millan says they want to include more music and more news from the world of spanish language hip-hop and rap.  clark boyd is technology correspondent for the world  a bbc world service and wgbh-boston co-production.,tech
114,berlin hails european cinema organisers say this year s berlin film festival  which opens on thursday with period epic man to man  will celebrate a revitalised european cinema.  of the 21 films in competition for the golden and silver bear awards  more than half are from europe with france particularly well represented. festival director dieter kosslick says this strong showing signals  a new consciousness for european films .  they re on an incredible winning streak   he told the reuters agency.  this isn t to say there aren t any good american films   he continued.  it s just that there are more good european films.   however  mr kosslick refused to accept that widespread opposition to the iraq war had turned audiences against hollywood imports.  there is no anti-american mood   he said. some 350 films will be screened at this year s festival  with a further 300 shown at the european film market that runs alongside it. more than a dozen celebrities are scheduled to attend  among them will smith  kevin spacey and keanu reeves. but mr kosslick says more would be coming had the academy awards not been brought forward to 27 february.  i m not worried that we won t be able to fill the red carpet with stars   he said  though he admitted the festival may be moved to january next year to avoid a similar clash. the 10-day berlinale runs until 20 february.,entertainment
1087,shares hit by ms drug suspension shares in elan and biogen idec plunged on monday as the firms suspended sales of new multiple sclerosis drug tysabri after a patient s death in the us.  on the new york stock exchange  shares in ireland-based elan lost 70% while us partner biogen idec shed 43%. the firms took action after the death from a central nervous system disease and a suspected case of the condition. the cases cited involved the use of both tysabri and avonex  biogen idec s existing multiple sclerosis drug. the companies said they have no reports of the rare condition - progressive multifocal leukoencephalopathy (pml) - in patients taking either tysabri or avonex alone. tysabri was approved for use in the us last november and was widely tipped to become the world s leading multiple sclerosis treatment.   the companies will work with clinical investigators to evaluate tysabri-treated patients and will consult with leading experts to better understand the possible risk of pml   the two firms said in a statement.  the outcome of these evaluations will be used to determine possible re-initiation of dosing in clinical trials and future commercial availability.   analysts had believed the product would provide a new growth opportunity for biogen idec  which had faced increased competition from rivals to avonex. elan  once the biggest firm on the irish stock exchange  was also expected to receive a boost  from the new product. an inquiry into elan s accounts in 2002 brought the group close to bankruptcy but the firm has been rebuilding itself since  with its share price increasing by almost four-fold last year.  most of the value in the company was in tysabri   said ian hunter at goodbody stockbrokers in dublin.  now there s a question mark over it.  elan finished down $18.90 at $8  while biogen fell $28.63 to $38.65.  - shares in uk pharmaceutical firm phytopharm closed down 19.84% at 151.5 pence on the london stock exchange on monday  after it said a partner was set to pull out of a deal on an experimental alzheimer s disease treatment. phytopharm said japan s yamanouchi pharmaceutical was likely to end a licensing agreement  prompting analysts to raise questions over the level of its future cash reserves.,business
1349,tory candidate quits over remark a conservative election challenger is quitting after being quoted as wanting a  period of creative destruction in the public services .  danny kruger  who also works in the tory research unit  had been due to take on tony blair in sedgefield. he says his remark last week was misrepresented but he will not contest the election for fear of damaging the conservative cause. tory leader michael howard accepted his decision  with regret . mr kruger was quoted in the guardian newspaper saying:  we plan to introduce a period of creative destruction in the public services.   in a statement  the party said the comment had been taken out of context.  he fully supports the party s policies on  and approach to  the public services   said the statement.  however  in order to avoid any further misrepresentation of his views and any damage to the party  he has decided not to stand in the sedgefield constituency at the next election.  mr kruger is continuing in his job at the tory campaign headquarters. labour election coordinator alan milburn claimed mr kruger had exposed the tory agenda for £35bn of cuts to public services. mr milburn said:  he is not some unknown hopeful fighting an unwinnable seat. he is a man who has worked at the heart of conservative policy development...  his claim that the tories were planning  a period of creative destruction in the public services  is not a rogue claim.  it is the authentic and shocking voice of the conservative party. it reveals the true picture of what they would do.,politics
418,firms pump billions into pensions employers have spent billions of pounds propping up their final salary pensions over the past year  research suggests.  a survey of 280 schemes by incomes data services  (ids) said employer contributions had increased from £5.5bn to £8.2bn a year  a rise of 49.7%. companies facing the biggest deficits had raised their pension contributions by 100% or more  ids said. many firms are struggling to keep this type of scheme open  because of rising costs and increased liabilities. a final salary scheme  also known as a defined benefit scheme  promises to pay a pension related to the salary the scheme member is earning when they retire.  the rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase  or defined contribution  schemes. these are less risky for employers. under money purchase schemes  employees pay into a pension fund which is used to buy an annuity - a policy which pays out an income until death - on retirement.  ids said there were some schemes in good health.  but  in many cases  firms had been forced to top up funds to tackle  yawning deficits . the level of contributions paid by employers has increased gradually since the late 1990s. in 1998/99  for example  contributions rose by 4.7% and in 2002/03 by 8.6%. in contrast  between 1996 and 1998  some employers cut their contribution levels. helen sudell  editor of the ids pensions service  said the rise in contributions was  staggering  and the highest ever recorded by ids.  we have warned before that the widespread closure of final salary schemes to new entrants is just the beginning of a much bigger movement away from paternalistic provision   said ms sudell.  with figures like this there can be little doubt that many employers will have to reduce future benefits at some point for those staff still in these schemes.,business
630,parmar ruled out of davis cup tie a knee injury has forced arvind parmar out of great britain s davis cup tie in israel and left alex bogdanovic in line to take the second singles place.  parmar picked up the injury last week and has failed to recover in time for the europe/africa zone i tie  which begins in tel aviv on friday. bogdanovic looks set to take the second singles place alongside greg rusedski. gb captain jeremy bates could use 17-year-old andrew murray and david sherwood in the doubles rubber. bogdanovic and murray both pulled out of tournaments last week through injury but are expected to be fit. jamie delgado and lee childs have been called into the squad in tel aviv as designated hitters for team practice but bates has no plans to call either of them into his squad at present.  the unheralded sherwood was the surprise inclusion when the squad was announced last week  and bates said:  david has earned his place in this squad on the merit of his form and results over the last 12 months.  the 6ft 4in sherwood is ranked 264th in the world and the lta have high hopes for him after futures tournament wins in wrexham and edinburgh.  the sheffield-born right-hander  aged 24  also reached another final in plaisir  france  a week after making the semi-final in mulhouse. bates is glad to have rusedski available after tim henman s retirement from davis cup tennis.  his wealth of experience is invaluable  particularly to the younger players and i know he will lead by example   bates said.  we are looking forward to the tie. the squad are all in excellent form.,sport
1292,man utd stroll to cup win wayne rooney made a winning return to everton as manchester united cruised into the fa cup quarter-finals.  rooney received a hostile reception  but goals in each half from quinton fortune and cristiano ronaldo silenced the jeers at goodison park. fortune headed home after 23 minutes before ronaldo scored when nigel martyn parried paul scholes  free-kick. marcus bent missed everton s best chance when roy carroll  who was later struck by a missile  saved at his feet.  rooney s return was always going to be a potential flashpoint  and he was involved in an angry exchange with a spectator even before kick-off. and rooney s every touch was met with a deafening chorus of jeers from the crowd that once idolised the 19-year-old. everton started brightly and fortune needed to be alert to scramble away a header from bent near the goal-line. but that was the cue for united to take complete control with a supreme passing display on a goodison park pitch that was cutting up. fortune gave united the lead after 23 minutes  rising to meet ronaldo s cross from eight yards after the portuguese youngster had been allowed too much time and space by the hapless gary naysmith. united dominated without creating too many clear-cut chances  and they almost paid the price for not making the most of their domination two minutes before half-time. mikel arteta played a superb ball into the area but bent  played onside by gabriel heintze  hesitated and carroll plunged at his fee to save. united almost doubled their lead after 48 minutes when ronaldo s low drive from 25 yards took a deflection off tony hibbert  but martyn dived to save brilliantly. and martyn came to everton s rescue three minutes later when rooney s big moment almost arrived as he raced clean through  but once again the veteran keeper was in outstanding form. but there was nothing martyn could do when united doubled their lead after 57 minutes as they doubled their advantage. scholes  free-kick took a deflection  and martyn could only parry the ball out for ronaldo  who reacted first to score easily. everton s problems worsened when james mcfadden limped off with an injury. and there may be further trouble ahead for everton after goalkeeper carroll required treatment after he was struck on the head by a missile thrown from behind the goal. rooney s desperate search for a goal on his return to everton was halted again by martyn in injury-time when he outpaced stubbs  but once again martyn denied the england striker.  - manchester united coach sir alex ferguson:  it was a fantastic performance by us. in fairness i think everton have missed a couple of players and got some young players out.  the boy ronaldo is a fantastic player. he s persistent and never gives in.  i don t know how many fouls he had he gets up and wants the ball again  he s truly a fabulous player.  everton: martyn  hibbert  yobo  stubbs  naysmith  osman  carsley  arteta  kilbane  mcfadden  bent. subs: wright  pistone  weir  plessis  vaughan. manchester united: carroll  gary neville  brown  ferdinand  heinze  ronaldo  phil neville  keane  scholes  fortune  rooney. subs: howard  giggs  smith  miller  spector. referee: r styles (hampshire),sport
820,mobile gaming takes off in india gaming on the move is one of the fastest-growing activities among the tech-savvy in india  says a report.  the indian mobile gaming market is expected to generate about $26m (£13.8m) by the end of 2004  according to market analysts in-stat/mdr. in october  mobile phone users grew by 1.4 million to 44.9 million  overtaking the number of landlines  said the telecom regulatory authority of india. analysts say cheap rates and a huge youth market is driving the market. india has a large population of under-25s  and many in urban areas are fast adopting mobiles as must-have gadgets.  india s mobile gaming market will bring in about $336m (£178m) by 2009  according to the report. mobile gaming is expected to explode globally over the next few years. analysts predict that 220 million people will be playing games on phones by 2009  generating billions for mobile companies.  services other than just voice calls which are offered by mobile operators in india have  as a result of the huge rise in subscribers  grown significantly and rapidly.  the growth of this market sector has attracted publishers  developers  animators  musicians  and content providers  and is also stimulating the development of innovative business models   said clint wheelock  director of in-stat/mdr s wireless research group.   mobile gaming is not just about fun; it also represents one key element of a rich mobile entertainment experience for consumers  and a lucrative market opportunity for industry players.  currently  india has six big games developers and four mobile operators that offer games to their subscribers  said the report. according to in-stat/mdr  it is tipped to make up one of the most important markets in the next wave of mobile multimedia growth.  in january 2003  there were only 10 million mobile subscribers in india. many choose mobiles in rural areas in order to bypass poorer telecoms infrastructure. despite this  the penetration rate is still much lower that other countries. less than 20% of india s total population own a mobile in india  compared to well over 50% in most european countries. the trend echoes the uptake of mobiles in many developing economies  which continues to grow as people opt to leapfrog slower and more expensive state-run fixed-line operators.,tech
675,the pirates with no profit motive two men who were part of a huge network of internet software pirates  known as drink or die  have been convicted at the old bailey. bbc news investigates how the network worked and what motivated those involved.  they called themselves drink or die (dod). they were a network of computer buffs who derived pleasure from cracking codes protecting copyrighted software such as windows 95. they would then share it with each other. there is no suggestion any of them profited financially. but the authorities in both britain and the united states considered it software piracy and took a dim view of networks such as dod  one of a number of so-called warez organisations operating on the internet. in october 2000 the us customs service began an investigation into dod and other networks  such as razor 1911  risciso  myth and popz.  fourteen months later us customs co-ordinated a series of raids across the globe as part of operation buccaneer. seventy search warrants were executed in the us  britain  australia  norway  sweden and finland. at least 60 people were arrested worldwide - 45 of them in the us. among the leaders of the network were americans john sankus - known by his internet nickname eriflleh (hellfire spelt backwards) - richard berry  kent kartadinata and christopher tresco  who used a server based at the prestigious massachusetts institute of technology (mit).  the longest jail sentence - 46 months - was handed down to sankus  a 28-year-old from philadelphia. us attorney paul mcnulty said at the time:  john sankus and his techno-gang operated in the faceless world of the internet and thought they would never be caught.  they were wrong. these sentences  and those to follow  should send a message to others entertaining similar beliefs of invincibility.  but one man still in legal limbo is british-born australian hew raymond griffiths  who is still fighting against extradition to the us.  us customs claimed mr griffiths was one of dod s leaders but his lawyer  antony townsden  told the bbc news website it was a laughable suggestion and added:  he was living on welfare and had such an old computer that he couldn t even download software.  the allegation that he was the group s co-leader is illusory. he had the least technical skills of anyone  he couldn t crack any codes and he has only been called a leader because he was a loudmouth who wrote a lot on their messageboard.  mr townsden said if he had committed any crimes he should be prosecuted in australia  not the us. he claimed the australian government s decision to accept the extradition request was typical of their current  acquiescent  attitude to the us.  mr griffiths is expecting to hear this week the outcome of his appeal against the decision to extradite him. those involved would give themselves internet aliases which would act in the same way as tags used by graffiti artists. they could then brag about their code-cracking abilities without giving away their real identities. alex bell  whose trial at the old bailey ended on friday  was known as mr 2940 - after a computer device - while his co-defendant steven dowd s nickname  curiously  was tim.  a spokesman for us immigration  customs and enforcement  dean boyd  said dod did not appear to be motivated by money. their motivation was the kudos which surrounded being able to crack sophisticated software. he told the bbc news website:  primarily they were just interested in how fast they could crack the code. it was all about underground notoriety.  but mr boyd pointed out that once the software had been distributed on the internet it fell into the hands of organised criminals who were able to mass produce pirated software at zero cost.   it cost us industries a lot of money  billions of dollars   he said. mr boyd said:  it was truly global in scope. we raided a number of universities  including duke (in north carolina) and mit  and found that several of the people involved were employed by major computer corporations.  they would go home from work in the evenings and get involved in this warez culture.  warez groups  which began to surface in the early 1990s  operate according to a strict code of honour.  for example if one group cracked the software first its rivals would respect that achievement and not seek to claim it themselves. mr boyd said the destruction of dod was a great coup but he added:  i m not going to sit here and say we have sorted the problem. there are still hackers and people who do this for fun.  internet piracy of computer software remains a gigantic problem.  a spokesman for the business software alliance said:  dod members claim they did not profit at all. but they did profit by getting access to very expensive servers.  he said dod and other warez groups were fostering a  culture of piracy  on the internet. he said 29% of computer software in britain was believed to have been pirated and this cost £1bn in revenue for software companies  their suppliers and distributors.  it may seem like a victimless crime but it touches more people than you might care to believe.,tech
429,china suspends 26 power projects china has ordered a halt to construction work on 26 big power stations  including two at the three gorges dam  on environmental grounds.  the move is a surprising one because china is struggling to increase energy supplies for its booming economy. last year 24 provinces suffered black outs. the state environmental protection agency said the 26 projects had failed to do proper environmental assessments. topping the list was a controversial dam on the scenic upper yangtze river.  construction of these projects has started without approval of the assessment of their environmental impact... they are typical illegal projects of construction first  approval next   said sepa vice-director pan yue  in a statement on the agency s website.  some of the projects may be allowed to start work again with the proper permits  but others would be cancelled  he said. altogether  the agency ordered 30 projects halted. other projects included a petrochemicals plant and a port in fujian. the bulk of the list was made up of new power plants  with some extensions to existing ones. the stoppages would appear to be another step in the central government s battle to control projects licensed by local officials. however  previous crackdowns have tended to focus on projects for which the government argued there was overcapacity  such as steel and cement. the government has encouraged construction of new electricity generating capacity to solve chronic energy shortages which forced many factories onto part-time working last year. in 2004  china increased its generating capacity by 12.6%  or 440 700 megawatts (mw). the biggest single project to be halted was the xiluodi dam project  designed to produce 12 600 mw of electricity. it is being built on the jinshajiang - or  river of golden sand  as the upper reaches of the yangtze are known. second and third on the agency s list were two power stations being built at the $22bn three gorges dam project on the central yangtze - an underground 4 200 mw power plant and a 100 mw plant.  the three gorges dam has proved controversial in china - where more than half a million people have been relocated to make way for it - and abroad. it has drawn criticism from environmental groups and overseas human rights activists. the damming of the upper yangtze has also begun to attract criticism from environmentalists in china. in april 2004  central government officials ordered a halt to work on the nearby nu river  which is part of a united nations world heritage site  the three parallel rivers site which covers the yangtze  mekong and nu (also known as the salween)  according to the uk-published china review. that move reportedly followed a protest from the thai government about the downstream impact of the dams  and a critical documentary made by chinese journalists. china s energy shortage influenced global prices for oil  coal and shipping last year.,business
1056,hotspot users gain free net calls people using wireless net hotspots will soon be able to make free phone calls as well as surf the net.  wireless provider broadreach and net telephony firm skype are rolling out a service at 350 hotspots around the uk this week. users will need a skype account - downloadable for free - and they will then be able to make net calls via wi-fi without paying for net access. skype allows people to make free pc-based calls to other skype users.  users of the system can also make calls to landlines and mobiles for a fee. the system is gaining in popularity and now has 28 million users around the world. its paid service - dubbed skype out - has so far attracted 940 000 users. it plans to add more paid services with forthcoming launches of video conferencing  voice mail and skype in  a service which would allow users to receive phone calls from landlines and mobiles. london-based software developer connectotel has unveiled software that will expand the sms functions of skype  allowing users to send text messages to mobile phones from the service. broadreach networks has around two million users and hotspots in places such as virgin megastores  the travelodge chain of hotels and all london s major rail terminals. the company is due to launch wi-fi on virgin trains later in the year.  skype s success at spreading the world about internet telephony is well-known and we are delighted to be offering free access to skype users in our hotspots   commented broadreach chief executive magnus mcewen-king.,tech
